start,end,Progress,duration_sec,Finished,recorded_date,Response_ID,subfield,graduate_yrs,postdoc_yrs,career_teaching,career_R2_R3,career_R1,career_govt,career_industry_datascience,career_communication,career_NGO,career_unsure,publish_before_grad,firstauthor_pubs,coauthor_pubs,pub_wo_PI,lab_feedback,lab_feedback_helped,lab_collab,How is your advisor/PI involved in your writing? (Check all that apply),PI_revisions,hrs_wk_writing,writing_tracking,plan_writing,where_write,Where do you usually write (pre-COVID)? (Check all that apply) - Other (please specify) - Text,writing_tracking,writing_tracking_other,writing_support_group,no_writing_support_group,type_writing_support_group,How did your perspective on writing change through participating in a writing group?,Goal setting,Giving and/or receiving reviews,Collaboration,Camaraderie,Technical writing skills,Less difficulty starting a writing project,Time management,"Overcoming ""perfectionism paralysis""",Overcoming writing anxiety,Overcoming imposter syndrome,Writing quality,Writing output,What are some of the challenges you face with writing (pre-COVID-19)? (Check all that apply),COVID_impact_writing,Has the pandemic impacted the amount of time you have for writing?,Has the pandemic affected your writing productivity?,Has the pandemic impacted your motivation to write?,Has the pandemic affected your participation in writing support groups?,science_writing_open,writing_word,review_open,review_word,US_Canadian_training,gender_identity,first_language_english,first_language_text,first_gen,BIPOC,condition,open_answer,gift_card
4/7/21 13:27,4/7/21 15:05,100,5871,TRUE,4/7/21 15:05,R_3gRA0GdNhM3Y9xO,Behavioural Ecology,8,1,10,10,9,6,1,7,5,,Yes,7,9,Yes,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,2,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries,Coffee shops/restaurants",,"Physical notebook,Checking in with writing accountability/support group,I do not track my writing progress",,Yes,,"Formal writing workshop,Peer group,Writing retreats, study halls, etc.",Neutral/no change,Improved,No Change,No Change,Improved,No Change,Improved,No Change,Improved,Improved,No Change,No Change,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,hard,negative,demoralizing,negative,Yes,Female,Yes,,No,No,Yes,,Yes
4/5/21 7:48,4/5/21 7:53,100,307,TRUE,4/5/21 7:53,R_dhiSGQYRoNK72Tf,forest ecology,4,,7,0,0,7,5,9,9,,No,,4,No,No,,No,"Planning (generating ideas),Revising with minor comments",5-Mar,2,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,Home (off-campus residence or dormitory),,Checking in with advisor or mentor,,No,"I could not find a group to join,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory)",,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,tedious,negative,demoralizing,negative,Yes,Female,Yes,,No,No,No,,No
4/7/21 17:51,4/7/21 17:57,100,340,TRUE,4/7/21 17:57,R_wWNbj2IEgmEkIj7,OEB,5,,0,0,10,9,10,9,9,,No,0,2,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,3,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries,Coffee shops/restaurants",,"Electronic spreadsheets,Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,Difficult,negative,Difficult,negative,Yes,Female,Yes,,No,No,No,,Yes
4/7/21 23:08,4/7/21 23:17,100,573,TRUE,4/7/21 23:17,R_1JR803f8pfvMuBL,Advanced cell biology ,2,,,10,10,10,,,,,Yes,,2,No,Yes,The feedback has helped,Yes,Revising with many suggestions and comments,5-Mar,6,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",1,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,Yes,,Formal writing workshop,Neutral/no change,Improved,No Change,No Change,No Change,Improved,Improved,Improved,Improved,Improved,No Change,No Change,Improved,"I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am more productive,Neutral/no change,Neutral/no change,Difficult,negative,Difficult,negative,Yes,Female,No,,No,No,No,I found less novelty in writing,Yes
4/12/21 7:09,4/12/21 7:15,100,312,TRUE,4/12/21 7:15,R_6rrCHfhC0h7ygRr,Ecology evolution and behavior,1,,5,5,5,10,5,5,10,10,No,,,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",5+,5,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,University provided office or lab space,,Physical notebook,,Yes,,Peer group,Neutral/no change,Improved,Improved,No Change,Improved,Improved,No Change,No Change,No Change,No Change,No Change,Improved,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am much less productive,I am less motivated to write,I participate more,Overwhelming,negative,Difficult,negative,Yes,Female,Yes,,Yes,No,Yes,,Yes
3/29/21 7:51,3/29/21 7:57,100,345,TRUE,3/29/21 7:57,R_2b1auJGVzphQUAb,Ecology,5,,7,7,7,5,0,8,10,,Yes,3,3,Yes,Yes,The feedback has helped,Yes,Revising with many suggestions and comments,5+,3,I set aside large blocks of time before deadlines,0,"University provided office or lab space,University or public libraries",,Other (please specify),google calendar,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,painful,negative,difficult,negative,Yes,Female,No,,Yes,No,No,,Yes
3/15/21 7:59,3/15/21 8:04,100,342,TRUE,3/15/21 8:04,R_2BaPu440h3XMhBa,Ecology,9,1,4.3,10,8.6,7.1,5.7,1.4,NA,2.9,Yes,3,5,No,No,,Yes,My advisor is not involved in my writing,3-Jan,15,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday)",0,"Home (off-campus residence or dormitory),On-campus spaces (e.g. graduate student centers, affinity group centers)",,I do not track my writing progress,,Yes,,"Formal writing workshop,Writing retreats, study halls, etc.",I like writing more,No Change,No Change,No Change,Improved,No Change,No Change,Improved,Improved,Improved,No Change,No Change,Improved,I do not receive adequate feedback on my writing,Yes,I have much less time for writing,I am less productive,I am less motivated to write,I participate much less,crushing,negative,disappointing,negative,Yes,Male,Yes,,Yes,No,Yes,,No
4/7/21 13:47,4/7/21 13:55,100,481,TRUE,4/7/21 13:56,R_3HIF17pIv8TkUKz,evolutionary biology,6,,7,7,8,2,1,0,6,10,Yes,1,6,No,No,,Yes,Revising with minor comments,1,12,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"University provided office or lab space,Coffee shops/restaurants",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am much less motivated to write,,meh,neutral,discouraging,negative,Yes,Non-binary/third gender/other,Yes,,Yes,No,Yes,"my undergraduate degree is in the humanities, so scientific writing is extremely boring by comparison",No
4/12/21 11:05,4/12/21 11:52,100,2827,TRUE,4/12/21 11:52,R_2wNtRMoyzYTlJl6,Entomology,2,,6,9,10,10,0,8,8,,Yes,2,5,No,Yes,The feedback has helped,No,"Revising with many suggestions and comments,Revising with minor comments",5-Mar,,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am less motivated to write,,overwhelming,negative,discouraging,negative,Yes,Female,Yes,,No,No,Yes,,Yes
3/22/21 13:22,3/22/21 13:32,100,582,TRUE,3/22/21 13:32,R_2fHWDXoprROFFs5,Aquatic ecology,3,,6,10,8,5,6,4,5,2,No,,,No,Yes,The feedback has helped,Yes,"Revising with many suggestions and comments,Revising with minor comments",5-Mar,5,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside large blocks of time (e.g., during weekends or breaks)",1,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,"I could not find a group to join,I did not know writing support groups existed",,,,,,,,,,,,,,,"My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,Neutral/no change,I am less motivated to write,Neutral/no change,Tedious,negative,Disheartening,negative,Yes,Female,Yes,,Yes,No,,,No
3/15/21 9:00,3/15/21 9:10,100,566,TRUE,3/15/21 9:10,R_uz6Ap45iwju2dfH,Ecology & Evolution,8,2,2.9,8.6,10,7.1,5.7,4.3,NA,1.4,Yes,13,6,No,Yes,The feedback has helped,Yes,"Revising with many suggestions and comments,Revising with minor comments",3-Jan,20,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,I get easily distracted whenever I try to write,Yes,I have more time for writing,Neutral/no change,Neutral/no change,,exciting,positive,draining,negative,Yes,Male,Yes,,Yes,No,No,n/a,Yes
3/25/21 11:30,3/25/21 11:41,100,658,TRUE,3/25/21 11:41,R_C2L4V9slR4eYMil,Integrated Pest Management,1,,9,7,8,6,7,10,5,0,No,0,1,No,Yes,The feedback has helped,No,"Planning (generating ideas),Revising with many suggestions and comments",5-Mar,4,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,Checking in with advisor or mentor,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am much less productive,I am much less motivated to write,,Exciting!,positive,Dreadful,negative,Yes,Female,Yes,,Yes,Yes,No,,Yes
3/22/21 13:32,3/22/21 13:39,100,405,TRUE,3/22/21 13:39,R_2S1QjmkeCu73vFs,Plant anatomy/physiology,10,2,9,10,1,6,5,3,2,,Yes,3,,No,Yes,The feedback has not helped,No,"Revising with many suggestions and comments,Revising with minor comments",5+,3,I set aside large blocks of time before deadlines,0,"University provided office or lab space,Coffee shops/restaurants",,"Checking in with advisor or mentor,I do not track my writing progress",,Yes,,"Formal writing course,Formal writing workshop,Peer group,Writing retreats, study halls, etc.",Neutral/no change,Improved,No Change,No Change,Improved,No Change,No Change,Improved,No Change,No Change,No Change,No Change,Improved,"I have too many other obligations,I get easily distracted whenever I try to write",Yes,I have much less time for writing,I am less productive,I am less motivated to write,,revision,neutral,dysfunctional,negative,No,Male,Yes,,No,No,No,,Yes
4/16/21 17:45,4/16/21 17:52,100,413,TRUE,4/16/21 17:52,R_2t4g3S5dih3SS8b,Human dimensions,3,,4,6,7,10,10,10,10,,No,1,,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,3,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries,Coffee shops/restaurants",,I do not track my writing progress,,Yes,,"Formal writing workshop,Writing retreats, study halls, etc.",Neutral/no change,Improved,Improved,,Improved,No Change,No Change,Improved,No Change,No Change,No Change,No Change,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am less motivated to write,I participate more,anxiety,negative,endless,negative,Yes,Female,Yes,,No,No,No,,Yes
4/19/21 12:44,4/19/21 12:54,100,644,TRUE,4/19/21 12:55,R_3sjNGApetrc5FEJ,Microbiology,2,,10,9,5,8,5,8,6,5,No,0,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5+,2,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"University provided office or lab space,Coffee shops/restaurants",,"Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,arduous,negative,essential,neutral,Yes,Female,Yes,,No,No,No,Writing and review is difficult as it often feels like it becomes a part of yourself and when it is reviewed it is hard to separate yourself from the body of work. ,Yes
4/7/21 15:12,4/7/21 15:19,100,432,TRUE,4/7/21 15:19,R_1hH9StOdLwNrxuZ,Evolutionary Biology,4,,10,10,5,0,5,10,0,5,No,,,No,No,,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5+,10,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),Coffee shops/restaurants",,Checking in with advisor or mentor,,No,I could not find a group to join,,,,,,,,,,,,,,,I do not receive adequate feedback on my writing,Yes,I have less time for writing,I am less productive,Neutral/no change,,Anticipatory,neutral,Excited,positive,Yes,Male,Yes,,,No,Yes,"The most frustrating part not included in this survey is waiting for my PI to be ready to submit a paper. I have two manuscripts ready and have had them ready for 6 months now, but my PI does not make time for my manuscripts since I am an early years graduate student.",No
4/28/21 8:24,4/28/21 11:56,100,12766,TRUE,4/28/21 11:56,R_2uZMvbS2brWMQi7,Ecology,10,,2,8,10,3,1,9,1,0,Yes,5,1,Yes,No,,Yes,Revising with many suggestions and comments,5-Mar,5,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries,Coffee shops/restaurants",,"Electronic spreadsheets,Physical notebook",,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am less productive,I am less motivated to write,,Excited,positive,Excited,positive,No,Female,No,,Yes,Yes,No,,No
4/19/21 8:01,4/19/21 8:08,100,410,TRUE,4/19/21 8:08,R_Zq3lOY6v02E6LO9,Rare Plant Conservation,3,,2,3,0,10,4,6,8,7,No,,,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,3,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines",0,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries",,"Physical notebook,Checking in with advisor or mentor",,Yes,,"Formal writing workshop,Peer group",I like writing more,Improved,Improved,No Change,Improved,No Change,Improved,Improved,Improved,Improved,Improved,Improved,No Change,"I find it difficult to start a new writing project,I do not receive adequate feedback on my writing,My perfectionism with writing hinders my progress",No,,,,,Challenging,negative,Exhausting,negative,Yes,Female,Yes,,No,No,Yes,,Yes
4/6/21 9:11,4/6/21 9:16,100,290,TRUE,4/6/21 9:16,R_2ZVuCJYM9XlMI64,Evolution,4,,0,0,10,8,3,6,9,,Yes,1,4,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments",5-Mar,2,I do not track or schedule my writing time,0,"University provided office or lab space,University or public libraries,Coffee shops/restaurants",,I do not track my writing progress,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,My perfectionism with writing hinders my progress",No,,,,,daunting,negative,exhausting,negative,Yes,Female,No,,No,No,No,,Yes
4/5/21 13:02,4/5/21 13:05,100,204,TRUE,4/5/21 13:05,R_3iBWuYNNOtERPdG,,4,6,,6,10,,,8,,,Yes,8,10,No,Yes,The feedback has not helped,Yes,Revising with minor comments,3-Jan,15,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",No,,,,,rewriting,neutral,exhausting,negative,Yes,Female,No,,No,No,Yes,,No
3/15/21 7:49,3/15/21 8:22,100,1970,TRUE,3/15/21 8:22,R_87mngl7xBvyqK2d,,6,2,7.1,8.6,10,2.9,1.4,4.3,NA,5.7,Yes,7,11,No,No,,No,My advisor is not involved in my writing,1,1,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,Yes,,Formal writing course,Neutral/no change,Improved,Improved,No Change,No Change,Improved,No Change,No Change,No Change,No Change,No Change,Improved,No Change,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am much less productive,I am much less motivated to write,,Boring,negative,Exploitation,negative,Yes,Male,Yes,,No,No,No,"My writing experiences have varied across my PhD and postdoc careers/labs, so I wasn't sure how to answer some of the questions as the answers change if I consider my current lab or my past lab. I went with current lab, as that seemed the most straightforward. I mostly hate writing.",No
3/25/21 19:08,3/25/21 19:14,100,349,TRUE,3/25/21 19:14,R_3s6PNA9lT62uvny,Entomology,5,,1,1,0,1,0,1,2,2,Yes,2,6,Yes,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",3-Jan,4,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines,I do not track or schedule my writing time",1,"Home (off-campus residence or dormitory),University provided office or lab space,University or public libraries,Coffee shops/restaurants",,"Checking in with advisor or mentor,I do not track my writing progress",,Yes,,Peer group,Neutral/no change,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am more productive,I am more motivated to write,Neutral/no change,improving,positive,exploitative,negative,Yes,Female,Yes,,No,No,No,"assisting undergraduates with writing has forced me to create formal writing processes / tracking that I have in turn found to be helpful for my own work! also, the more papers I write the less scary / important each one is. I still get perfection paralysis for papers that I really care about. ",Yes
3/24/21 9:03,3/24/21 9:14,100,630,TRUE,3/24/21 9:14,R_1gbgE1Za2eElHA5,,4,,3,0,3,9,8,6,9,0,No,1,0,No,No,,No,Revising with many suggestions and comments,5+,3,"I set aside large blocks of time (e.g., during weekends or breaks)",0,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,Yes,,Formal writing workshop,Neutral/no change,,,,,,,,,,,,,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,Neutral/no change,I am less productive,I am less motivated to write,,challenge,negative,feedback,neutral,Yes,Female,No,,No,No,No,I wish there were more opportunities for peer writing groups,Yes
4/16/21 8:04,4/16/21 8:11,100,411,TRUE,4/16/21 8:11,R_3qyUGPKupLgp6x9,Plant Genetics,1,,6,10,9,8,7,5,4,3,Yes,,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,1,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"University provided office or lab space,University or public libraries",,I do not track my writing progress,,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations",No,,,,,storytelling,positive,fine,neutral,Yes,Male,Yes,,No,No,Yes,,Yes
4/8/21 4:21,4/8/21 4:27,100,396,TRUE,4/8/21 4:27,R_XQVMvhxAtCmoMLL,soil biogeochemistry,8,,0,3,5,9,9,4,4,0,Yes,1,5,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",3-Jan,3,"I set aside specific days each week,I do not track or schedule my writing time",1,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),Coffee shops/restaurants",,"Physical notebook,Checking in with writing accountability/support group,Checking in with advisor or mentor",,Yes,,"Formal writing workshop,Peer group,Writing retreats, study halls, etc.",Neutral/no change,Improved,No Change,No Change,Improved,Improved,Improved,Improved,Improved,,No Change,Improved,Improved,"I find it difficult to start a new writing project,I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress",No,,,,,necessary,neutral,flawed,negative,Yes,Female,Yes,,No,No,,,No
4/28/21 12:39,4/28/21 12:51,100,723,TRUE,4/28/21 12:51,R_2xPMHLr1YcSQfTH,Oceanography,7,3,0,4,10,7,9,5,7,,Yes,4,12,No,No,,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",3-Jan,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University or public libraries,Coffee shops/restaurants",,Electronic note taking applications,,No,I did not know writing support groups existed,,,,,,,,,,,,,,,"I have too many other obligations,My perfectionism with writing hinders my progress",Yes,I have more time for writing,I am more productive,Neutral/no change,,Solitary,negative,fractured,negative,No,Female,Yes,,Yes,No,No,A major blockade is my advisor who drops the ball. This is hurting my publication record and career mobility. An incredible lack of agency when you can’t move a paper forward because your advisor is incapable of responding to an email in a reasonable period of time. ,No
3/15/21 7:56,3/15/21 8:04,100,457,TRUE,3/15/21 8:04,R_3FX0tJs5X1okuEQ,Ecology,5,1,5.7,7.1,10,8.6,2.9,4.3,NA,1.4,Yes,4,0,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Revising with minor comments",3-Jan,20,"I set aside large blocks of time (e.g., during weekends or breaks),I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,"Checking in with advisor or mentor,I do not track my writing progress,Other (please specify)",To do list of targeted sections,Yes,,"Peer group,Writing retreats, study halls, etc.",Neutral/no change,Improved,Improved,No Change,Improved,No Change,No Change,No Change,No Change,No Change,Improved,No Change,Improved,"I have too many other obligations,My perfectionism with writing hinders my progress,I get easily distracted whenever I try to write",Yes,I have more time for writing,I am less productive,I am less motivated to write,I participate more,Challenge,negative,Frustrating,negative,Yes,Female,Yes,,No,No,Yes,,Yes
3/15/21 8:06,3/15/21 8:19,100,798,TRUE,3/15/21 8:19,R_1FsuMNb5DrAtc2K,Biogeochemistry,6,,4.3,10,8.6,7.1,5.7,2.9,NA,1.4,No,1,1,No,No,,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5-Mar,8,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,Coffee shops/restaurants",,"Checking in with advisor or mentor,I do not track my writing progress",,No,"I had ample writing support within my immediate graduate group (e.g. advisor, laboratory),I did not know writing support groups existed",,,,,,,,,,,,,,,My perfectionism with writing hinders my progress,No,,,,,Challenging,negative,Frustrating,negative,Yes,Female,Yes,,No,No,Yes,"I did (do) not have a lot of experience writing scientific publications, so I feel that it takes me a long time to write an article and go through many revisions with my advisor. But I do feel like I’m learning and improving and hope that will make writing easier in the future. Despite it being challenging for me, I do actually enjoy it!",Yes
3/24/21 8:16,3/24/21 8:18,100,160,TRUE,3/24/21 8:18,R_1rxozwYs42bXxvh,,1,,4,6,7,10,10,10,10,,No,,,No,Yes,The feedback has helped,No,"Revising with many suggestions and comments,Revising with minor comments",5-Mar,6,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers),University or public libraries",,Checking in with advisor or mentor,,Yes,,Formal writing workshop,I like writing more,No Change,Improved,No Change,No Change,No Change,No Change,No Change,Improved,No Change,Improved,Improved,Improved,"I find it difficult to start a new writing project,My perfectionism with writing hinders my progress",No,,,,,Difficult,negative,Frustrating,negative,Yes,Female,Yes,,No,No,No,No,Yes
3/4/21 6:55,3/4/21 8:00,100,3916,TRUE,3/4/21 8:01,R_3jGmXGDsjbMuU8N,plant ecophysiology,4,,7.1,8.6,10,2.9,4.3,5.7,NA,1.4,Yes,1,2,No,No,,No,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments,Revising with minor comments",5+,9,I do not track or schedule my writing time,0,"University provided office or lab space,Coffee shops/restaurants",,"Electronic note taking applications,Checking in with advisor or mentor,Other (please specify)",a physical to-do list written on note cards,Yes,,Mentoring program,Neutral/no change,No Change,No Change,No Change,Improved,,No Change,No Change,No Change,No Change,No Change,,No Change,I do not receive adequate feedback on my writing,Yes,Neutral/no change,I am less productive,I am less motivated to write,,fun,positive,frustrating,negative,Yes,Female,Yes,,No,Yes,No,,Yes
3/16/21 6:02,3/16/21 6:17,100,872,TRUE,3/16/21 6:17,R_32LqMbiMgZd9aQf,Tree ecophysiology,4,,7,10,9,7,6,6,6,,No,6,1,Yes,No,,Yes,"Planning (generating ideas),Revising with many suggestions and comments,Revising with minor comments",5-Mar,10,"I set aside large blocks of time before deadlines,I do not track or schedule my writing time",0,University provided office or lab space,,I do not track my writing progress,,Yes,,Formal writing course,Neutral/no change,No Change,No Change,No Change,No Change,Improved,No Change,No Change,No Change,No Change,No Change,Improved,No Change,"I have too many other obligations,I do not receive adequate feedback on my writing,I get easily distracted whenever I try to write",Yes,I have less time for writing,I am less productive,I am less motivated to write,Neutral/no change,intense,negative,frustrating,negative,Yes,Male,No,,No,No,No,,Yes
3/16/21 9:56,3/16/21 10:03,100,409,TRUE,3/16/21 10:03,R_1KfZxrsNj3sBSmb,Botany,4,,5,10,10,7,4,2,2,0,Yes,6,1,Yes,No,,Yes,"Drafting or outlining,Revising with minor comments",5+,11,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside large blocks of time (e.g., during weekends or breaks)",1,"Home (off-campus residence or dormitory),University provided office or lab space",,I do not track my writing progress,,No,"I could not find a group to join,I had ample writing support within my immediate graduate group (e.g. advisor, laboratory),I did not know writing support groups existed",,,,,,,,,,,,,,,My perfectionism with writing hinders my progress,No,,,,,Rewarding ,positive,Frustrating,negative,Yes,Male,Yes,,Yes,Yes,No,,Yes
4/6/21 14:28,4/6/21 14:34,100,351,TRUE,4/6/21 14:34,R_2PtxLdwY5uaGPkX,Evolutionary biology,3,,3,9,7,7,2,7,7,,No,1,1,No,Yes,The feedback has helped,Yes,"Planning (generating ideas),Drafting or outlining,Revising with many suggestions and comments",3-Jan,9,"I set a specific amount of time each week (e.g., 15 minutes per day, 2 hours on Tuesday/Thursday),I set aside large blocks of time before deadlines",1,"Home (off-campus residence or dormitory),University provided office or lab space",,"Physical notebook,Checking in with advisor or mentor",,No,I had no interest in joining a writing group,,,,,,,,,,,,,,,"I have trouble fitting writing into my schedule,I have too many other obligations,My perfectionism with writing hinders my progress",Yes,I have less time for writing,I am less productive,I am much less motivated to write,Neutral/no change,thoughtful,positive,frustrating,negative,Yes,Female,Yes,,No,No,No,,Yes
4/5/21 13:21,4/5/21 13:30,100,516,TRUE,4/5/21 13:30,R_1pth9kOlfJza3ux,Wildlife ecology and conservation ,3,,2,10,5,2,2,9,9,0,No,3,8,No,No,,No,"Revising with many suggestions and comments,Revising with minor comments",5-Mar,3,I do not track or schedule my writing time,0,"Home (off-campus residence or dormitory),University provided office or lab space,On-campus spaces (e.g. graduate student centers, affinity group centers)",,"Electronic spreadsheets,Physical notebook",,Yes,,Formal writing course,I like writing more,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,Improved,No Change,Improved,Improved,I get easily distracted whenever I try to write,No,,,,,challenging,negative,frustrating ,negative,Yes,Female,No,,Yes,No,No,"I have found writing challenging, specially because english is my second language. Also, I struggle finding ""good"" papers as a reference for good writing. ",Yes
